GEO_ID,NAME,S2704_C03_001E,S2704_C03_006E,S2704_C03_002E,S2704_C03_010E,state,county
0500000US47139,"Polk County, Tennessee",40.7,18.5,24.8,2.8,47,139
0500000US47141,"Putnam County, Tennessee",36.4,20.6,17.8,2.6,47,141
0500000US47143,"Rhea County, Tennessee",41.1,22.4,23.3,2.3,47,143
0500000US47145,"Roane County, Tennessee",45.2,22.0,26.7,2.6,47,145
0500000US47147,"Robertson County, Tennessee",31.3,16.2,16.2,2.0,47,147
0500000US47149,"Rutherford County, Tennessee",26.4,15.4,12.0,2.2,47,149
0500000US47151,"Scott County, Tennessee",51.3,34.5,22.6,2.7,47,151
0500000US47153,"Sequatchie County, Tennessee",47.9,27.0,24.1,3.6,47,153
0500000US47155,"Sevier County, Tennessee",40.1,19.9,22.5,3.3,47,155
0500000US47157,"Shelby County, Tennessee",36.2,23.1,16.0,2.1,47,157
0500000US47159,"Smith County, Tennessee",40.0,24.0,18.9,2.2,47,159
0500000US47161,"Stewart County, Tennessee",40.6,19.2,23.8,6.2,47,161
0500000US47163,"Sullivan County, Tennessee",44.8,22.5,25.2,4.2,47,163
0500000US47165,"Sumner County, Tennessee",31.0,15.1,17.2,2.2,47,165
0500000US47167,"Tipton County, Tennessee",37.2,21.1,17.2,3.4,47,167
0500000US47169,"Trousdale County, Tennessee",34.6,20.5,15.7,2.0,47,169
0500000US47171,"Unicoi County, Tennessee",47.6,26.3,26.7,3.7,47,171
0500000US47173,"Union County, Tennessee",45.8,26.9,22.4,2.6,47,173
0500000US47175,"Van Buren County, Tennessee",44.4,20.0,27.6,3.3,47,175
0500000US47177,"Warren County, Tennessee",44.2,27.5,20.6,2.5,47,177
0500000US47179,"Washington County, Tennessee",36.2,17.1,20.7,4.2,47,179
0500000US47181,"Wayne County, Tennessee",43.1,23.8,23.9,3.3,47,181
0500000US47183,"Weakley County, Tennessee",40.3,22.9,20.8,1.7,47,183
0500000US47185,"White County, Tennessee",46.3,26.0,24.3,3.8,47,185
0500000US47187,"Williamson County, Tennessee",20.0,6.6,14.2,1.2,47,187
0500000US47189,"Wilson County, Tennessee",28.4,13.1,16.5,2.2,47,189
0500000US48001,"Anderson County, Texas",39.7,21.7,19.9,2.8,48,001
0500000US48003,"Andrews County, Texas",22.3,13.0,10.2,0.5,48,003
0500000US48005,"Angelina County, Texas",39.0,23.4,18.5,3.0,48,005
0500000US48007,"Aransas County, Texas",46.0,19.4,30.0,3.1,48,007
0500000US48009,"Archer County, Texas",33.8,12.3,22.1,2.7,48,009
0500000US48011,"Armstrong County, Texas",37.0,13.9,25.4,3.1,48,011
0500000US48013,"Atascosa County, Texas",30.8,18.1,15.7,3.0,48,013
0500000US48015,"Austin County, Texas",36.9,16.9,21.5,1.9,48,015
0500000US48017,"Bailey County, Texas",28.9,14.2,20.7,0.8,48,017
0500000US48019,"Bandera County, Texas",46.8,17.3,31.1,6.2,48,019
0500000US48021,"Bastrop County, Texas",30.0,14.9,16.0,3.5,48,021
0500000US48023,"Baylor County, Texas",41.0,17.7,26.7,2.4,48,023
0500000US48025,"Bee County, Texas",33.9,19.6,16.2,2.9,48,025
0500000US48027,"Bell County, Texas",35.5,17.9,14.4,9.1,48,027
0500000US48029,"Bexar County, Texas",32.0,18.4,14.1,4.0,48,029
0500000US48031,"Blanco County, Texas",31.2,6.5,25.4,2.9,48,031
0500000US48033,"Borden County, Texas",19.5,7.9,13.1,2.6,48,033
0500000US48035,"Bosque County, Texas",40.8,17.0,26.2,3.5,48,035
0500000US48037,"Bowie County, Texas",37.1,19.9,19.5,3.1,48,037
0500000US48039,"Brazoria County, Texas",24.6,12.3,13.4,2.2,48,039
0500000US48041,"Brazos County, Texas",22.8,12.9,10.8,1.7,48,041
0500000US48043,"Brewster County, Texas",28.8,9.1,24.5,3.8,48,043
0500000US48045,"Briscoe County, Texas",44.6,18.9,30.9,3.6,48,045
0500000US48047,"Brooks County, Texas",37.7,25.2,21.4,2.8,48,047
0500000US48049,"Brown County, Texas",38.9,20.3,22.8,3.8,48,049
0500000US48051,"Burleson County, Texas",36.7,14.4,24.4,2.3,48,051
0500000US48053,"Burnet County, Texas",35.5,12.3,24.1,3.6,48,053
0500000US48055,"Caldwell County, Texas",31.0,16.7,15.9,3.0,48,055
0500000US48057,"Calhoun County, Texas",32.7,15.2,19.7,2.2,48,057
0500000US48059,"Callahan County, Texas",41.5,20.4,22.9,4.9,48,059
0500000US48061,"Cameron County, Texas",38.5,27.7,14.8,1.9,48,061
0500000US48063,"Camp County, Texas",43.8,26.8,18.8,4.2,48,063
0500000US48065,"Carson County, Texas",25.8,7.6,19.6,1.9,48,065
0500000US48067,"Cass County, Texas",42.2,20.9,24.4,3.7,48,067
0500000US48069,"Castro County, Texas",33.6,19.9,17.8,3.3,48,069
0500000US48071,"Chambers County, Texas",26.5,13.4,13.6,1.9,48,071
0500000US48073,"Cherokee County, Texas",38.4,19.9,20.8,2.3,48,073
0500000US48075,"Childress County, Texas",31.0,11.4,22.2,1.0,48,075
0500000US48077,"Clay County, Texas",35.0,11.2,24.7,4.4,48,077
0500000US48079,"Cochran County, Texas",42.7,28.6,18.2,1.8,48,079
0500000US48081,"Coke County, Texas",44.9,19.5,30.2,3.6,48,081
0500000US48083,"Coleman County, Texas",42.9,18.3,28.9,3.6,48,083
0500000US48085,"Collin County, Texas",17.4,6.8,11.1,1.3,48,085
0500000US48087,"Collingsworth County, Texas",39.3,20.6,22.2,1.9,48,087
0500000US48089,"Colorado County, Texas",36.1,15.9,23.7,2.2,48,089
0500000US48091,"Comal County, Texas",29.5,9.4,19.6,4.7,48,091
0500000US48093,"Comanche County, Texas",37.9,15.3,23.8,4.8,48,093
0500000US48095,"Concho County, Texas",41.8,14.9,29.3,3.9,48,095
0500000US48097,"Cooke County, Texas",33.6,15.2,18.9,2.6,48,097
0500000US48099,"Coryell County, Texas",35.8,16.0,16.6,9.7,48,099
0500000US48101,"Cottle County, Texas",45.8,20.7,28.4,2.2,48,101
0500000US48103,"Crane County, Texas",27.7,15.6,12.5,2.0,48,103
0500000US48105,"Crockett County, Texas",20.5,5.1,20.5,0.0,48,105
0500000US48107,"Crosby County, Texas",43.8,25.1,20.7,3.0,48,107
0500000US48109,"Culberson County, Texas",44.2,27.7,24.4,1.1,48,109
0500000US48111,"Dallam County, Texas",27.3,16.1,10.3,3.4,48,111
0500000US48113,"Dallas County, Texas",28.2,17.7,12.1,1.4,48,113
0500000US48115,"Dawson County, Texas",35.1,20.3,17.8,1.2,48,115
0500000US48117,"Deaf Smith County, Texas",36.6,23.5,15.3,1.0,48,117
0500000US48119,"Delta County, Texas",39.4,18.3,24.4,4.0,48,119
0500000US48121,"Denton County, Texas",18.3,7.4,11.4,1.5,48,121
0500000US48123,"DeWitt County, Texas",34.3,16.0,20.8,1.9,48,123
0500000US48125,"Dickens County, Texas",46.6,23.5,28.7,1.2,48,125
0500000US48127,"Dimmit County, Texas",53.7,40.5,17.5,1.5,48,127
0500000US48129,"Donley County, Texas",35.4,10.4,28.0,3.6,48,129
0500000US48131,"Duval County, Texas",43.9,29.4,20.0,2.0,48,131
0500000US48133,"Eastland County, Texas",41.3,20.5,24.2,3.9,48,133
0500000US48135,"Ector County, Texas",24.4,15.2,10.5,1.5,48,135
0500000US48137,"Edwards County, Texas",34.0,19.8,24.7,0.6,48,137
0500000US48139,"Ellis County, Texas",25.4,12.1,13.3,2.6,48,139
0500000US48141,"El Paso County, Texas",34.3,22.7,14.1,3.4,48,141
0500000US48143,"Erath County, Texas",27.4,11.7,15.9,3.1,48,143
0500000US48145,"Falls County, Texas",40.7,18.8,23.9,4.3,48,145
0500000US48147,"Fannin County, Texas",36.1,18.4,19.4,3.9,48,147
0500000US48149,"Fayette County, Texas",36.4,10.6,26.8,3.6,48,149
0500000US48151,"Fisher County, Texas",39.3,16.4,23.2,4.6,48,151
0500000US48153,"Floyd County, Texas",36.0,18.6,20.1,2.1,48,153
0500000US48155,"Foard County, Texas",48.6,21.7,26.3,2.9,48,155
0500000US48157,"Fort Bend County, Texas",21.1,10.4,11.9,1.5,48,157
0500000US48159,"Franklin County, Texas",36.6,15.6,23.1,2.8,48,159
0500000US48161,"Freestone County, Texas",39.2,20.6,24.1,1.7,48,161
0500000US48163,"Frio County, Texas",31.3,19.9,15.5,1.7,48,163
0500000US48165,"Gaines County, Texas",30.9,22.6,10.5,1.2,48,165
0500000US48167,"Galveston County, Texas",27.7,12.7,16.1,2.4,48,167
0500000US48169,"Garza County, Texas",34.4,13.8,20.5,4.8,48,169
0500000US48171,"Gillespie County, Texas",40.7,11.6,30.5,2.6,48,171
0500000US48173,"Glasscock County, Texas",18.9,3.9,15.1,0.5,48,173
0500000US48175,"Goliad County, Texas",37.0,14.6,26.2,2.6,48,175
0500000US48177,"Gonzales County, Texas",34.9,17.1,21.1,1.4,48,177
0500000US48179,"Gray County, Texas",33.9,17.4,18.1,3.0,48,179
0500000US48181,"Grayson County, Texas",33.2,15.1,19.6,3.4,48,181
0500000US48183,"Gregg County, Texas",35.7,20.4,17.7,1.9,48,183
0500000US48185,"Grimes County, Texas",33.7,16.2,20.7,2.1,48,185
0500000US48187,"Guadalupe County, Texas",30.0,13.2,15.3,5.4,48,187
0500000US48189,"Hale County, Texas",37.1,24.2,16.1,2.1,48,189
0500000US48191,"Hall County, Texas",46.0,22.2,27.2,5.2,48,191
0500000US48193,"Hamilton County, Texas",42.5,20.1,26.5,3.3,48,193
0500000US48195,"Hansford County, Texas",20.9,7.9,14.0,1.5,48,195
0500000US48197,"Hardeman County, Texas",39.5,18.0,24.4,2.8,48,197
0500000US48199,"Hardin County, Texas",32.6,15.1,19.3,2.9,48,199
0500000US48201,"Harris County, Texas",28.5,18.4,11.8,1.4,48,201
0500000US48203,"Harrison County, Texas",37.3,20.4,18.8,3.5,48,203
0500000US48205,"Hartley County, Texas",27.8,11.0,19.5,1.4,48,205
0500000US48207,"Haskell County, Texas",39.7,17.3,26.4,2.1,48,207
0500000US48209,"Hays County, Texas",23.1,10.6,12.8,2.4,48,209
0500000US48211,"Hemphill County, Texas",23.9,5.6,17.1,2.3,48,211
0500000US48213,"Henderson County, Texas",41.9,20.4,24.6,3.1,48,213
0500000US48215,"Hidalgo County, Texas",37.5,29.0,12.7,1.6,48,215
0500000US48217,"Hill County, Texas",37.6,17.4,22.2,3.6,48,217
0500000US48219,"Hockley County, Texas",33.3,19.2,17.3,1.6,48,219
0500000US48221,"Hood County, Texas",36.1,12.5,25.6,3.0,48,221
0500000US48223,"Hopkins County, Texas",32.8,14.7,20.3,2.6,48,223
0500000US48225,"Houston County, Texas",45.5,22.1,26.4,3.6,48,225
0500000US48227,"Howard County, Texas",34.8,20.2,15.8,3.3,48,227
0500000US48229,"Hudspeth County, Texas",39.6,22.6,20.0,7.2,48,229
0500000US48231,"Hunt County, Texas",33.7,17.5,17.6,3.9,48,231
0500000US48233,"Hutchinson County, Texas",29.2,12.5,19.2,2.6,48,233
0500000US48235,"Irion County, Texas",29.5,8.4,21.6,1.3,48,235
0500000US48237,"Jack County, Texas",36.9,18.4,20.7,2.1,48,237
0500000US48239,"Jackson County, Texas",32.1,13.4,20.8,2.2,48,239
0500000US48241,"Jasper County, Texas",40.1,19.7,23.3,2.7,48,241
0500000US48243,"Jeff Davis County, Texas",43.2,8.9,37.6,8.0,48,243
0500000US48245,"Jefferson County, Texas",35.4,20.1,17.1,2.3,48,245
0500000US48247,"Jim Hogg County, Texas",42.2,34.2,10.6,0.7,48,247
0500000US48249,"Jim Wells County, Texas",40.4,25.3,17.9,2.6,48,249
0500000US48251,"Johnson County, Texas",25.9,12.0,14.8,1.7,48,251
0500000US48253,"Jones County, Texas",39.4,17.8,22.6,2.4,48,253
0500000US48255,"Karnes County, Texas",36.5,20.7,19.2,1.7,48,255
0500000US48257,"Kaufman County, Texas",24.9,13.7,12.1,2.0,48,257
0500000US48259,"Kendall County, Texas",29.2,9.7,19.7,3.2,48,259
0500000US48261,"Kenedy County, Texas",69.2,15.4,53.8,9.6,48,261
0500000US48263,"Kent County, Texas",40.6,13.7,33.9,2.1,48,263
0500000US48265,"Kerr County, Texas",39.8,11.0,30.2,5.2,48,265
0500000US48267,"Kimble County, Texas",43.2,15.5,32.4,2.8,48,267
0500000US48269,"King County, Texas",28.6,5.3,23.3,1.1,48,269
0500000US48271,"Kinney County, Texas",37.9,13.5,30.8,8.1,48,271
0500000US48273,"Kleberg County, Texas",36.9,22.7,14.7,3.7,48,273
0500000US48275,"Knox County, Texas",30.9,14.5,20.4,2.8,48,275
0500000US48277,"Lamar County, Texas",39.2,21.4,21.2,3.0,48,277
0500000US48279,"Lamb County, Texas",34.0,19.6,17.6,1.4,48,279
0500000US48281,"Lampasas County, Texas",42.6,18.8,24.0,9.3,48,281
0500000US48283,"La Salle County, Texas",40.5,18.8,24.8,1.9,48,283
0500000US48285,"Lavaca County, Texas",31.7,9.9,23.0,1.8,48,285
0500000US48287,"Lee County, Texas",35.0,16.8,22.8,2.4,48,287
0500000US48289,"Leon County, Texas",37.6,14.7,24.6,2.3,48,289
0500000US48291,"Liberty County, Texas",32.1,19.1,14.3,2.3,48,291
0500000US48293,"Limestone County, Texas",43.5,24.4,21.8,3.4,48,293
0500000US48295,"Lipscomb County, Texas",31.8,13.8,17.9,2.2,48,295
0500000US48297,"Live Oak County, Texas",37.1,16.9,22.5,1.9,48,297
0500000US48299,"Llano County, Texas",47.6,14.0,37.2,4.5,48,299
0500000US48301,"Loving County, Texas",74.1,37.0,74.1,3.7,48,301
0500000US48303,"Lubbock County, Texas",29.3,16.4,14.4,2.2,48,303
0500000US48305,"Lynn County, Texas",36.3,17.8,21.0,1.9,48,305
0500000US48307,"McCulloch County, Texas",38.1,18.3,25.9,4.8,48,307
0500000US48309,"McLennan County, Texas",32.2,17.4,16.0,2.8,48,309
0500000US48311,"McMullen County, Texas",42.5,24.9,18.1,0.5,48,311
0500000US48313,"Madison County, Texas",33.9,17.8,18.5,1.4,48,313
0500000US48315,"Marion County, Texas",46.1,20.4,29.6,5.0,48,315
0500000US48317,"Martin County, Texas",18.2,8.4,11.2,0.5,48,317
0500000US48319,"Mason County, Texas",36.3,4.9,32.6,1.8,48,319
0500000US48321,"Matagorda County, Texas",37.1,19.8,20.1,3.4,48,321
0500000US48323,"Maverick County, Texas",37.3,29.4,13.6,0.6,48,323
0500000US48325,"Medina County, Texas",36.6,18.7,20.1,3.9,48,325
0500000US48327,"Menard County, Texas",47.1,20.6,37.7,3.2,48,327
0500000US48329,"Midland County, Texas",21.8,12.3,10.9,1.3,48,329
0500000US48331,"Milam County, Texas",38.1,17.8,23.6,3.6,48,331
0500000US48333,"Mills County, Texas",45.4,14.2,30.9,4.4,48,333
0500000US48335,"Mitchell County, Texas",37.6,22.2,18.2,2.1,48,335
0500000US48337,"Montague County, Texas",41.5,20.3,24.0,4.2,48,337
0500000US48339,"Montgomery County, Texas",24.6,11.2,14.0,1.9,48,339
0500000US48341,"Moore County, Texas",22.7,12.6,10.8,1.1,48,341
0500000US48343,"Morris County, Texas",42.9,21.6,22.9,3.4,48,343
0500000US48345,"Motley County, Texas",50.8,19.3,32.6,4.7,48,345
0500000US48347,"Nacogdoches County, Texas",34.7,19.3,16.5,2.8,48,347
0500000US48349,"Navarro County, Texas",36.0,20.0,18.4,2.0,48,349
0500000US48351,"Newton County, Texas",41.4,20.7,24.7,3.7,48,351
0500000US48353,"Nolan County, Texas",41.5,24.2,20.7,1.6,48,353
0500000US48355,"Nueces County, Texas",35.2,20.3,17.1,3.1,48,355
0500000US48357,"Ochiltree County, Texas",27.0,16.3,12.4,1.3,48,357
0500000US48359,"Oldham County, Texas",25.0,11.1,14.3,2.6,48,359
0500000US48361,"Orange County, Texas",33.6,17.3,17.6,2.5,48,361
0500000US48363,"Palo Pinto County, Texas",40.8,22.0,20.8,3.4,48,363
0500000US48365,"Panola County, Texas",38.2,17.8,22.1,2.9,48,365
0500000US48367,"Parker County, Texas",25.8,9.4,16.7,2.6,48,367
0500000US48369,"Parmer County, Texas",27.4,12.2,15.1,1.9,48,369
0500000US48371,"Pecos County, Texas",29.2,17.6,13.3,1.4,48,371
0500000US48373,"Polk County, Texas",42.5,22.2,23.4,3.6,48,373
0500000US48375,"Potter County, Texas",32.7,20.1,15.0,2.4,48,375
0500000US48377,"Presidio County, Texas",45.1,30.7,22.4,3.9,48,377
0500000US48379,"Rains County, Texas",40.5,16.0,26.9,2.6,48,379
0500000US48381,"Randall County, Texas",27.8,11.1,17.5,3.9,48,381
0500000US48383,"Reagan County, Texas",19.7,12.9,8.9,0.6,48,383
0500000US48385,"Real County, Texas",60.2,24.5,40.1,4.7,48,385
0500000US48387,"Red River County, Texas",47.4,21.6,28.2,3.5,48,387
0500000US48389,"Reeves County, Texas",28.9,18.5,13.1,1.0,48,389
0500000US48391,"Refugio County, Texas",41.0,19.3,23.7,3.2,48,391
0500000US48393,"Roberts County, Texas",22.4,3.9,16.4,3.8,48,393
0500000US48395,"Robertson County, Texas",38.6,19.6,22.5,2.6,48,395
0500000US48397,"Rockwall County, Texas",20.3,7.7,12.6,2.0,48,397
0500000US48399,"Runnels County, Texas",36.2,16.8,22.2,1.9,48,399
0500000US48401,"Rusk County, Texas",38.3,19.7,20.5,2.9,48,401
0500000US48403,"Sabine County, Texas",49.8,18.1,34.1,6.7,48,403
0500000US48405,"San Augustine County, Texas",49.6,26.0,28.1,5.7,48,405
0500000US48407,"San Jacinto County, Texas",41.8,19.9,24.0,3.9,48,407
0500000US48409,"San Patricio County, Texas",33.9,18.3,17.5,2.9,48,409
0500000US48411,"San Saba County, Texas",39.8,16.6,26.0,1.2,48,411
0500000US48413,"Schleicher County, Texas",28.0,5.5,24.6,1.3,48,413
0500000US48415,"Scurry County, Texas",30.8,15.5,17.7,0.5,48,415
0500000US48417,"Shackelford County, Texas",33.4,13.3,21.0,1.2,48,417
0500000US48419,"Shelby County, Texas",40.1,22.2,20.5,1.3,48,419
0500000US48421,"Sherman County, Texas",31.5,14.9,16.9,2.7,48,421
0500000US48423,"Smith County, Texas",34.1,17.4,18.5,2.5,48,423
0500000US48425,"Somervell County, Texas",32.9,13.8,19.6,2.8,48,425
0500000US48427,"Starr County, Texas",41.7,35.6,13.2,0.8,48,427
0500000US48429,"Stephens County, Texas",41.4,22.6,23.6,0.5,48,429
0500000US48431,"Sterling County, Texas",22.0,9.9,12.3,0.7,48,431
0500000US48433,"Stonewall County, Texas",45.4,21.6,27.6,3.3,48,433
0500000US48435,"Sutton County, Texas",28.0,16.1,15.6,1.5,48,435
0500000US48437,"Swisher County, Texas",40.3,22.0,21.2,2.7,48,437
0500000US48439,"Tarrant County, Texas",25.9,14.5,12.4,1.8,48,439
0500000US48441,"Taylor County, Texas",31.1,15.7,16.6,3.2,48,441
0500000US48443,"Terrell County, Texas",47.8,8.7,39.1,3.4,48,443
0500000US48445,"Terry County, Texas",42.7,28.7,17.8,2.9,48,445
0500000US48447,"Throckmorton County, Texas",34.5,12.0,25.7,3.3,48,447
0500000US48449,"Titus County, Texas",35.0,21.5,16.5,1.4,48,449
0500000US48451,"Tom Green County, Texas",32.2,15.3,18.0,3.3,48,451
0500000US48453,"Travis County, Texas",21.0,10.8,11.0,1.5,48,453
0500000US48455,"Trinity County, Texas",46.4,21.0,30.4,3.9,48,455
0500000US48457,"Tyler County, Texas",45.0,21.3,27.4,3.2,48,457
0500000US48459,"Upshur County, Texas",37.3,20.3,20.4,3.1,48,459
0500000US48461,"Upton County, Texas",26.4,6.3,21.9,0.1,48,461
0500000US48463,"Uvalde County, Texas",37.9,22.5,18.6,3.7,48,463
0500000US48465,"Val Verde County, Texas",36.4,22.9,15.8,3.4,48,465
0500000US48467,"Van Zandt County, Texas",37.3,17.4,22.5,2.8,48,467
0500000US48469,"Victoria County, Texas",32.9,16.3,18.2,2.0,48,469
0500000US48471,"Walker County, Texas",28.6,14.4,17.0,1.9,48,471
0500000US48473,"Waller County, Texas",26.1,15.2,12.0,1.1,48,473
0500000US48475,"Ward County, Texas",30.0,15.9,15.1,1.5,48,475
0500000US48477,"Washington County, Texas",34.2,13.5,22.6,1.7,48,477
0500000US48479,"Webb County, Texas",34.5,26.8,10.9,1.2,48,479
0500000US48481,"Wharton County, Texas",32.9,16.5,19.1,2.2,48,481
0500000US48483,"Wheeler County, Texas",39.3,19.3,21.2,2.6,48,483
0500000US48485,"Wichita County, Texas",35.3,18.8,18.1,3.8,48,485
0500000US48487,"Wilbarger County, Texas",44.2,25.9,23.2,3.0,48,487
0500000US48489,"Willacy County, Texas",44.2,31.3,17.2,2.9,48,489
0500000US48491,"Williamson County, Texas",21.5,8.6,13.1,2.5,48,491
0500000US48493,"Wilson County, Texas",29.7,12.2,17.7,4.3,48,493
0500000US48495,"Winkler County, Texas",26.4,14.9,13.2,2.0,48,495
0500000US48497,"Wise County, Texas",29.9,13.5,17.0,3.1,48,497
0500000US48499,"Wood County, Texas",45.3,17.4,30.5,4.2,48,499
0500000US48501,"Yoakum County, Texas",21.0,11.8,10.6,0.3,48,501
0500000US48503,"Young County, Texas",39.0,16.6,23.5,2.9,48,503
0500000US48505,"Zapata County, Texas",43.5,33.9,14.1,0.9,48,505
0500000US48507,"Zavala County, Texas",56.5,45.6,17.0,1.2,48,507
0500000US49001,"Beaver County, Utah",22.7,8.3,15.2,1.8,49,001
0500000US49003,"Box Elder County, Utah",24.2,11.4,13.9,1.5,49,003
0500000US49005,"Cache County, Utah",21.6,12.5,10.1,0.8,49,005
0500000US49007,"Carbon County, Utah",40.0,21.9,21.9,1.8,49,007
0500000US49009,"Daggett County, Utah",29.4,9.6,21.8,1.4,49,009
0500000US49011,"Davis County, Utah",19.2,8.5,11.1,1.9,49,011
0500000US49013,"Duchesne County, Utah",30.5,17.6,14.7,1.4,49,013
0500000US49015,"Emery County, Utah",34.5,17.0,19.0,1.3,49,015
0500000US49017,"Garfield County, Utah",29.0,8.0,23.6,2.0,49,017
0500000US49019,"Grand County, Utah",34.0,17.3,21.8,1.4,49,019
0500000US49021,"Iron County, Utah",29.2,16.1,14.8,1.6,49,021
0500000US49023,"Juab County, Utah",25.6,13.4,13.7,1.7,49,023
0500000US49025,"Kane County, Utah",33.8,9.3,25.2,3.5,49,025
0500000US49027,"Millard County, Utah",31.0,13.7,18.9,2.1,49,027
0500000US49029,"Morgan County, Utah",16.9,4.6,12.5,2.1,49,029
0500000US49031,"Piute County, Utah",43.2,17.2,30.3,1.5,49,031
0500000US49033,"Rich County, Utah",33.8,13.9,22.5,3.4,49,033
0500000US49035,"Salt Lake County, Utah",20.8,10.1,12.0,1.3,49,035
0500000US49037,"San Juan County, Utah",41.4,28.0,17.1,1.4,49,037
0500000US49039,"Sanpete County, Utah",31.6,16.9,16.9,1.4,49,039
0500000US49041,"Sevier County, Utah",33.1,17.1,18.0,2.5,49,041
0500000US49043,"Summit County, Utah",18.1,4.7,14.2,1.1,49,043
0500000US49045,"Tooele County, Utah",20.3,11.4,9.5,1.6,49,045
0500000US49047,"Uintah County, Utah",31.0,19.7,14.0,2.0,49,047
0500000US49049,"Utah County, Utah",17.2,9.9,8.1,0.8,49,049
0500000US49051,"Wasatch County, Utah",19.0,6.9,13.1,0.9,49,051
0500000US49053,"Washington County, Utah",33.5,12.6,22.9,2.5,49,053
0500000US49055,"Wayne County, Utah",33.8,11.0,22.6,3.5,49,055
0500000US49057,"Weber County, Utah",23.5,11.5,12.9,2.0,49,057
0500000US50001,"Addison County, Vermont",39.4,19.3,22.9,1.8,50,001
0500000US50003,"Bennington County, Vermont",47.8,25.9,26.7,2.8,50,003
0500000US50005,"Caledonia County, Vermont",50.5,29.7,25.6,3.1,50,005
0500000US50007,"Chittenden County, Vermont",31.4,16.6,17.1,1.5,50,007
0500000US50009,"Essex County, Vermont",59.0,34.0,30.3,5.4,50,009
0500000US50011,"Franklin County, Vermont",42.8,26.5,19.6,2.1,50,011
0500000US50013,"Grand Isle County, Vermont",42.1,19.1,25.6,1.9,50,013
0500000US50015,"Lamoille County, Vermont",42.0,25.3,19.4,1.9,50,015
0500000US50017,"Orange County, Vermont",46.6,24.9,25.0,3.0,50,017
0500000US50019,"Orleans County, Vermont",53.3,33.3,24.5,3.3,50,019
0500000US50021,"Rutland County, Vermont",49.6,26.5,27.2,2.6,50,021
0500000US50023,"Washington County, Vermont",42.3,23.3,23.3,2.4,50,023
0500000US50025,"Windham County, Vermont",49.3,28.0,25.9,2.8,50,025
0500000US50027,"Windsor County, Vermont",45.2,21.9,27.2,3.2,50,027
0500000US51001,"Accomack County, Virginia",47.3,22.6,27.5,2.9,51,001
0500000US51003,"Albemarle County, Virginia",29.6,10.0,19.9,2.1,51,003
0500000US51005,"Alleghany County, Virginia",44.6,17.2,28.8,4.9,51,005
0500000US51007,"Amelia County, Virginia",39.8,19.1,21.7,7.0,51,007
0500000US51009,"Amherst County, Virginia",39.7,18.4,23.6,3.0,51,009
0500000US51011,"Appomattox County, Virginia",41.7,21.6,23.1,5.3,51,011
0500000US51013,"Arlington County, Virginia",17.7,6.6,11.2,1.9,51,013
0500000US51015,"Augusta County, Virginia",36.9,14.0,24.3,2.8,51,015
0500000US51017,"Bath County, Virginia",57.3,26.1,33.0,7.3,51,017
0500000US51019,"Bedford County, Virginia",37.9,14.0,25.3,3.1,51,019
0500000US51021,"Bland County, Virginia",42.6,16.3,28.7,2.2,51,021
0500000US51023,"Botetourt County, Virginia",34.7,9.1,26.2,3.7,51,023
0500000US51025,"Brunswick County, Virginia",49.5,26.8,26.8,5.2,51,025
0500000US51027,"Buchanan County, Virginia",61.2,30.6,33.4,3.8,51,027
0500000US51029,"Buckingham County, Virginia",45.2,25.0,24.6,4.2,51,029
0500000US51031,"Campbell County, Virginia",41.1,19.1,23.1,4.4,51,031
0500000US51033,"Caroline County, Virginia",35.2,16.5,18.8,4.2,51,033
0500000US51035,"Carroll County, Virginia",48.2,23.1,29.2,3.4,51,035
0500000US51036,"Charles City County, Virginia",43.0,16.7,28.0,4.4,51,036
0500000US51037,"Charlotte County, Virginia",54.6,31.2,28.1,3.1,51,037
0500000US51041,"Chesterfield County, Virginia",30.8,13.9,16.7,3.6,51,041
0500000US51043,"Clarke County, Virginia",29.7,8.0,23.0,1.8,51,043
0500000US51045,"Craig County, Virginia",50.9,25.8,32.7,3.7,51,045
0500000US51047,"Culpeper County, Virginia",34.6,17.5,17.4,2.5,51,047
0500000US51049,"Cumberland County, Virginia",42.6,21.3,22.8,4.7,51,049
0500000US51051,"Dickenson County, Virginia",61.0,34.1,33.9,3.9,51,051
0500000US51053,"Dinwiddie County, Virginia",39.0,19.4,20.9,4.6,51,053
0500000US51057,"Essex County, Virginia",53.7,27.2,27.4,3.5,51,057
0500000US51059,"Fairfax County, Virginia",23.1,9.1,14.1,2.1,51,059
0500000US51061,"Fauquier County, Virginia",27.4,10.3,17.0,2.5,51,061
0500000US51063,"Floyd County, Virginia",39.8,14.7,24.7,3.6,51,063
0500000US51065,"Fluvanna County, Virginia",34.3,12.8,22.7,3.1,51,065
0500000US51067,"Franklin County, Virginia",45.2,20.5,26.8,3.0,51,067
0500000US51069,"Frederick County, Virginia",33.2,14.7,19.4,3.0,51,069
0500000US51071,"Giles County, Virginia",36.8,13.3,26.5,2.3,51,071
0500000US51073,"Gloucester County, Virginia",38.4,16.9,21.4,4.0,51,073
0500000US51075,"Goochland County, Virginia",32.2,6.9,25.1,2.3,51,075
0500000US51077,"Grayson County, Virginia",50.8,23.3,30.2,4.7,51,077
0500000US51079,"Greene County, Virginia",35.4,16.9,18.8,3.5,51,079
0500000US51081,"Greensville County, Virginia",53.2,32.1,26.1,3.9,51,081
0500000US51083,"Halifax County, Virginia",52.5,28.3,26.8,4.3,51,083
