GEOIDFQ,emergency_shelters_count,fire_stations_count,police_stations_count,wastewater_plants_count
1500000US150030105092,1,1,1,1
1500000US150030105101,1,1,1,1
1500000US150030105102,1,1,1,1
1500000US150030106011,1,1,1,1
1500000US150030106012,1,1,1,1
1500000US150030106013,1,1,1,1
1500000US150030106021,1,1,1,1
1500000US150030106022,1,1,1,1
1500000US150030106023,2,1,1,1
1500000US150030107011,1,1,1,1
1500000US150030107012,1,1,1,1
1500000US150030107013,1,1,1,1
1500000US150030107021,1,1,1,1
1500000US150030107022,1,1,1,1
1500000US150030107023,1,1,1,1
1500000US150030109011,1,1,1,1
1500000US150030109012,1,1,1,1
1500000US150030109031,1,1,1,1
1500000US150030109032,1,1,1,1
1500000US150030109033,1,1,1,1
1500000US150030109041,1,1,1,1
1500000US150030109042,1,1,1,1
1500000US150030109043,1,1,1,1
1500000US150030109044,1,1,1,1
1500000US150030109051,1,1,1,1
1500000US150030109052,1,1,1,1
1500000US150030110001,1,1,1,2
1500000US150030110002,1,1,1,1
1500000US150030111031,1,1,1,1
1500000US150030111032,1,1,1,1
1500000US150030111041,1,1,1,1
1500000US150030111042,1,1,1,1
1500000US150030111043,1,1,1,1
1500000US150030111044,1,1,1,1
1500000US150030111051,2,1,1,1
1500000US150030111052,1,1,1,1
1500000US150030111053,1,1,1,1
1500000US150030111061,1,1,1,1
1500000US150030111062,1,1,1,1
1500000US150030111063,1,1,1,1
1500000US150030111064,1,1,1,1
1500000US150030111065,1,1,1,1
1500000US150030112011,1,1,1,1
1500000US150030112012,1,1,1,1
1500000US150030112013,1,1,1,1
1500000US150030112014,1,1,1,1
1500000US150030112015,1,1,1,1
1500000US150030112021,1,1,1,1
1500000US150030112022,1,1,1,1
1500000US150030113001,1,1,1,1
1500000US150030113002,1,1,1,1
1500000US150030113003,1,1,1,1
1500000US150030114011,1,1,1,1
1500000US150030114012,1,1,1,1
1500000US150030115001,1,1,1,1
1500000US150030115002,1,1,1,1
1500000US150030115003,1,1,1,1
1500000US150030115004,1,1,1,1
1500000US150030115005,1,1,1,1
1500000US150030116001,1,1,1,1
1500000US150030116002,1,1,1,1
1500000US150039400031,1,1,1,1
1500000US150039400041,1,1,1,5
1500000US150039400051,2,1,1,1
1500000US150039400061,1,1,1,1
1500000US150039400071,1,1,1,1
1500000US150039800001,1,1,1,1
1500000US150039802001,1,1,1,1
1500000US150039803001,1,1,1,6
1500000US150039806001,1,1,1,1
1500000US150039807001,1,1,1,1
1500000US150039808001,1,1,1,1
1500000US150039810001,1,1,1,1
1500000US150039811001,1,1,1,1
1500000US150039812001,1,1,1,1
1500000US150039813001,1,1,1,1
1500000US150039814001,1,1,1,1
1500000US150039817001,1,1,1,1
1500000US150039818011,1,1,1,1
1500000US150039818021,1,1,1,1
1500000US150039818031,1,1,1,1
1500000US150039819001,1,1,1,1
1500000US150039820001,1,1,1,1
1500000US150039821001,1,1,1,1
1500000US150039822001,1,1,1,1
1500000US150050319001,1,1,1,1
1500000US150070401041,1,1,1,2
1500000US150070401042,1,1,1,2
1500000US150070401051,1,1,1,1
1500000US150070401052,2,1,1,1
1500000US150070401061,1,1,1,1
1500000US150070401062,1,1,1,1
1500000US150070401063,1,1,1,1
1500000US150070402041,1,1,1,1
1500000US150070402042,1,1,1,1
1500000US150070402051,1,1,1,1
1500000US150070402052,1,1,1,1
1500000US150070402053,1,1,1,1
1500000US150070402054,1,1,1,1
1500000US150070403011,1,1,1,1
1500000US150070403012,1,1,1,1
1500000US150070403013,1,1,1,1
1500000US150070403021,2,1,1,1
1500000US150070403022,1,1,1,1
1500000US150070404011,1,1,1,1
1500000US150070404012,1,1,1,1
1500000US150070404013,1,1,1,2
1500000US150070404021,1,1,1,1
1500000US150070404022,2,1,1,1
1500000US150070405001,1,1,1,1
1500000US150070405002,1,1,1,1
1500000US150070405003,1,1,1,1
1500000US150070405004,3,1,1,3
1500000US150070406031,1,1,1,8
1500000US150070406032,1,1,1,4
1500000US150070406041,1,1,1,1
1500000US150070406042,1,1,1,3
1500000US150070407011,1,1,1,1
1500000US150070407012,1,1,1,1
1500000US150070407021,1,1,1,1
1500000US150070407022,1,1,1,1
1500000US150070407023,1,1,1,1
1500000US150070407024,1,1,1,1
1500000US150070408001,1,1,1,1
1500000US150070408002,1,1,1,1
1500000US150070408003,1,1,1,1
1500000US150070409001,1,1,1,2
1500000US150070409002,1,1,1,1
1500000US150070409003,1,1,1,1
1500000US150070409004,1,1,1,1
1500000US150070409005,1,1,1,1
1500000US150070409006,1,1,1,1
1500000US150070412001,1,1,1,1
1500000US150079400001,1,1,1,1
1500000US150079400002,1,1,1,1
1500000US150090301001,1,1,1,1
1500000US150090301002,1,1,1,1
1500000US150090302011,1,1,1,1
1500000US150090302012,1,1,1,1
1500000US150090302031,1,1,1,1
1500000US150090302032,1,1,1,1
1500000US150090302041,1,1,1,1
1500000US150090302042,1,1,1,1
1500000US150090302043,1,1,1,1
1500000US150090303041,1,1,1,1
1500000US150090303042,1,1,1,1
1500000US150090303051,1,1,1,1
1500000US150090303052,1,1,1,1
1500000US150090303053,1,1,1,1
1500000US150090303054,1,1,1,1
1500000US150090303061,1,1,1,1
1500000US150090303071,1,1,1,1
1500000US150090303072,1,1,1,1
1500000US150090304031,1,1,1,1
1500000US150090304032,1,1,1,1
1500000US150090304041,1,1,1,1
1500000US150090304042,1,1,1,1
1500000US150090304043,1,1,1,1
1500000US150090304051,1,1,1,1
1500000US150090304061,1,1,1,1
1500000US150090304062,1,1,1,1
1500000US150090304063,1,1,1,1
1500000US150090305011,1,1,1,1
1500000US150090305012,1,1,1,1
1500000US150090307051,1,1,1,1
1500000US150090307052,1,1,1,1
1500000US150090307061,1,1,1,1
1500000US150090307081,2,1,1,1
1500000US150090307082,1,1,1,1
1500000US150090307091,1,1,1,1
1500000US150090307092,1,1,1,1
1500000US150090307093,1,1,1,1
1500000US150090307101,1,1,1,1
1500000US150090307102,1,1,1,1
1500000US150090307111,1,1,1,1
1500000US150090307112,1,1,1,1
1500000US150090307121,1,1,1,1
1500000US150090307131,1,1,1,1
1500000US150090307132,1,1,1,1
1500000US150090308001,1,1,1,1
1500000US150090308002,1,1,1,1
1500000US150090308003,1,1,1,1
1500000US150090309011,1,1,1,1
1500000US150090309012,1,1,1,1
1500000US150090309013,1,1,1,1
1500000US150090309021,1,1,1,1
1500000US150090309022,1,1,1,1
1500000US150090309031,1,1,1,1
1500000US150090309032,1,1,1,1
1500000US150090309033,1,1,1,1
1500000US150090310011,1,1,1,1
1500000US150090310012,1,1,1,1
1500000US150090310013,1,1,1,1
1500000US150090310014,1,1,1,1
1500000US150090310021,1,1,1,1
1500000US150090310022,1,1,1,1
1500000US150090310023,1,1,1,1
1500000US150090311021,1,1,1,1
1500000US150090311022,1,1,1,1
1500000US150090311023,1,1,1,1
1500000US150090311041,1,1,1,1
1500000US150090311051,1,1,1,1
1500000US150090311052,1,1,1,1
1500000US150090311053,1,1,1,1
1500000US150090311061,1,1,1,1
1500000US150090311062,1,1,1,1
1500000US150090311063,1,1,1,1
1500000US150090311071,1,1,1,1
1500000US150090314021,1,1,1,1
1500000US150090314022,1,1,1,1
1500000US150090314041,1,1,1,1
1500000US150090314042,1,1,1,1
1500000US150090314043,1,1,1,1
1500000US150090314051,1,1,1,1
1500000US150090314052,2,1,1,1
1500000US150090314053,1,1,1,1
1500000US150090314054,1,1,1,1
1500000US150090315011,1,1,1,1
1500000US150090315012,1,1,1,1
1500000US150090315031,1,1,1,1
1500000US150090315032,1,1,1,2
1500000US150090315041,1,1,1,1
1500000US150090315051,1,1,1,1
1500000US150090315052,1,1,1,1
1500000US150090315053,1,1,1,1
1500000US150090316011,1,1,1,3
1500000US150090316012,1,1,1,1
1500000US150090317001,1,1,1,1
1500000US150090317002,1,1,1,1
1500000US150090317003,1,1,1,1
1500000US150090317004,1,1,1,1
1500000US150090317005,1,1,1,2
1500000US150090318011,1,1,1,3
1500000US150090318012,2,1,1,1
1500000US150090319001,1,1,1,4
1500000US150090319002,1,1,1,1
1500000US150090319003,1,1,1,1
1500000US150090320001,1,1,1,13
1500000US150099800001,1,1,1,1
